15.2321027810,15.2321027810,15.0415289810,15.0415289810,12019999.9907,113.444612661
15.2291816170,15.2291816170,15.0426204410,15.0426204410,1999999.99988,113.466372879
15.2295530290,15.2295530290,15.0431095790,15.0431095790,425925.925769,113.463605709
15.2304672630,15.2304672630,15.0441267810,15.0441267810,126543.209762,113.456794868
15.2288958180,15.2288958180,15.0424509200,15.0424509200,51826.1316912,113.468502290
15.2290381640,15.2290381640,15.0426659570,15.0426659570,26702.1350987,113.467441699
15.2289353660,15.2289353660,15.0424396690,15.0424396690,15893.9988922,113.468207624
15.2309673660,15.2309673660,15.0446254410,15.0446254410,10378.2429895,113.453069557
15.2289161030,15.2289161030,15.0425508370,15.0425508370,7222.26329851,113.468351149
15.2319712250,15.2319712250,15.0456401460,15.0456401460,5266.18987139,113.445592463 
